id_locomotiva,timestamp_leitura,velocidade_atual_kmh,posicao_acelerador_notch,peso_total_toneladas,inclinacao_terreno_graus,target_consumo_litros_hr
LOC_LOG_9005,2024-03-22 03:37:00,67.5,0,15000,-0.07,103.16
LOC_LOG_9017,2024-03-22 04:13:00,56.5,2,18000,-2.09,160.62
LOC_LOG_9007,2024-03-22 04:29:00,74.8,5,8000,2.06,355.37
LOC_LOG_9006,2024-03-22 05:19:00,67.2,1,15000,1.01,167.07
LOC_LOG_9004,2024-03-22 05:34:00,41.2,2,12000,-2.07,148.65
LOC_LOG_9001,2024-03-22 06:31:00,44.8,0,12000,0.14,87.36
LOC_LOG_9004,2024-03-22 07:35:00,28.1,6,22000,-1.42,351.78
LOC_LOG_9015,2024-03-22 09:16:00,21.7,5,8000,-1.55,209.72
LOC_LOG_9006,2024-03-22 09:17:00,56.7,2,12000,0.8,209.22
LOC_LOG_9000,2024-03-22 09:18:00,7.5,5,18000,-1.45,274.16
LOC_LOG_9017,2024-03-22 09:59:00,37.0,5,8000,-0.55,211.81
LOC_LOG_9015,2024-03-22 14:06:00,4.9,0,8000,-1.12,55.37
LOC_LOG_9015,2024-03-22 14:32:00,17.5,5,22000,2.25,453.81
LOC_LOG_9000,2024-03-22 14:54:00,79.2,6,15000,-0.63,296.59
LOC_LOG_9012,2024-03-22 15:41:00,46.2,6,18000,0.67,350.18
LOC_LOG_9015,2024-03-22 15:58:00,78.2,0,8000,-0.47,51.86
LOC_LOG_9017,2024-03-22 16:01:00,25.7,2,18000,-1.57,179.2
LOC_LOG_9017,2024-03-22 17:06:00,63.2,5,8000,-1.02,210.08
LOC_LOG_9003,2024-03-22 17:21:00,34.7,2,12000,-1.54,168.84
LOC_LOG_9007,2024-03-22 18:53:00,79.2,4,15000,-0.11,223.08
LOC_LOG_9002,2024-03-22 19:28:00,7.5,2,8000,-1.64,140.67
LOC_LOG_9005,2024-03-22 20:11:00,10.5,7,15000,1.83,457.97
LOC_LOG_9006,2024-03-22 20:13:00,7.1,6,18000,-0.06,330.84
LOC_LOG_9016,2024-03-22 20:39:00,18.0,2,8000,-0.12,116.97
LOC_LOG_9010,2024-03-22 20:48:00,61.2,4,18000,1.7,374.65
LOC_LOG_9003,2024-03-22 21:26:00,53.0,5,15000,0.9,301.25
LOC_LOG_9014,2024-03-22 21:57:00,3.2,8,8000,-2.03,318.81
LOC_LOG_9012,2024-03-23 00:19:00,61.6,7,15000,-1.56,341.52
LOC_LOG_9001,2024-03-23 00:21:00,52.7,1,15000,-0.01,118.12
LOC_LOG_9010,2024-03-23 01:57:00,33.4,0,12000,1.89,176.44
LOC_LOG_9019,2024-03-23 02:20:00,35.7,3,15000,1.68,291.42
LOC_LOG_9012,2024-03-23 02:59:00,70.9,6,18000,1.98,424.77
LOC_LOG_9013,2024-03-23 04:52:00,71.1,3,18000,2.28,345.15
LOC_LOG_9006,2024-03-23 06:27:00,53.8,4,18000,1.48,332.1
LOC_LOG_9003,2024-03-23 07:59:00,53.8,3,22000,-2.34,241.81
LOC_LOG_9003,2024-03-23 08:44:00,10.9,7,12000,-1.77,328.61
LOC_LOG_9016,2024-03-23 09:37:00,69.9,5,15000,-0.7,275.55
LOC_LOG_9010,2024-03-23 10:07:00,43.7,4,12000,2.34,352.48
LOC_LOG_9019,2024-03-23 10:10:00,11.1,4,22000,2.41,414.42
LOC_LOG_9006,2024-03-23 12:01:00,36.0,4,22000,-1.11,272.41
LOC_LOG_9008,2024-03-23 12:58:00,4.6,5,12000,1.83,375.75
LOC_LOG_9001,2024-03-23 13:04:00,4.2,2,22000,1.43,280.05
LOC_LOG_9008,2024-03-23 13:12:00,22.5,8,8000,0.52,365.98
LOC_LOG_9012,2024-03-23 13:59:00,74.0,5,22000,2.36,461.24
LOC_LOG_9000,2024-03-23 14:56:00,23.6,0,12000,-2.25,45.41
LOC_LOG_9010,2024-03-23 15:45:00,46.0,8,18000,1.19,453.56
LOC_LOG_9015,2024-03-23 15:47:00,75.7,4,22000,-1.84,263.11
LOC_LOG_9011,2024-03-23 15:54:00,51.6,0,22000,-1.72,141.73
LOC_LOG_9003,2024-03-23 16:52:00,52.4,0,18000,-1.36,96.85
LOC_LOG_9009,2024-03-23 17:04:00,26.8,8,22000,-2.37,413.69
LOC_LOG_9005,2024-03-23 17:16:00,78.7,8,18000,-1.04,373.67
LOC_LOG_9006,2024-03-23 18:36:00,3.6,5,15000,-2.37,279.15
LOC_LOG_9003,2024-03-23 19:05:00,63.4,5,12000,-0.97,233.64
LOC_LOG_9001,2024-03-23 19:43:00,28.5,8,15000,2.32,508.02
LOC_LOG_9007,2024-03-23 20:59:00,41.4,8,15000,-2.46,388.02
LOC_LOG_9002,2024-03-23 21:44:00,76.0,6,22000,0.37,362.64
LOC_LOG_9003,2024-03-24 01:06:00,69.8,2,22000,0.57,226.71
LOC_LOG_9011,2024-03-24 01:25:00,13.7,7,22000,-0.71,370.36
LOC_LOG_9019,2024-03-24 02:14:00,72.2,6,18000,1.57,419.51
LOC_LOG_9007,2024-03-24 03:34:00,2.4,4,15000,-1.48,231.7
LOC_LOG_9013,2024-03-24 03:46:00,13.2,0,22000,-0.85,122.41
LOC_LOG_9009,2024-03-24 04:25:00,33.0,4,18000,-1.81,251.69
LOC_LOG_9016,2024-03-24 04:36:00,78.4,2,22000,0.51,243.73
LOC_LOG_9004,2024-03-24 07:53:00,1.4,3,15000,-1.99,203.23
LOC_LOG_9010,2024-03-24 08:31:00,6.2,6,22000,-1.21,321.29
LOC_LOG_9014,2024-03-24 09:03:00,28.9,4,22000,0.12,280.59
LOC_LOG_9009,2024-03-24 09:13:00,48.6,0,8000,0.06,57.51
LOC_LOG_9016,2024-03-24 09:43:00,49.6,0,22000,1.21,194.27
LOC_LOG_9010,2024-03-24 09:55:00,74.2,4,12000,-0.46,213.19
LOC_LOG_9016,2024-03-24 10:39:00,53.3,8,12000,1.61,449.94
LOC_LOG_9018,2024-03-24 10:51:00,64.7,0,8000,-1.7,36.89
LOC_LOG_9011,2024-03-24 12:18:00,21.5,0,15000,0.45,104.07
LOC_LOG_9008,2024-03-24 12:59:00,17.9,3,8000,-0.28,131.09
LOC_LOG_9000,2024-03-24 16:41:00,63.7,1,15000,-0.09,133.51
LOC_LOG_9006,2024-03-24 16:53:00,31.3,5,8000,1.07,301.26
LOC_LOG_9001,2024-03-24 17:28:00,32.4,6,22000,-0.35,367.39
LOC_LOG_9015,2024-03-24 18:39:00,41.7,7,22000,1.21,441.16
LOC_LOG_9001,2024-03-24 18:48:00,40.3,7,18000,1.75,457.06
LOC_LOG_9019,2024-03-24 19:02:00,63.5,5,22000,1.35,406.81
LOC_LOG_9019,2024-03-24 19:19:00,32.7,5,15000,0.22,275.75
LOC_LOG_9001,2024-03-24 19:23:00,36.0,5,12000,1.24,310.09
LOC_LOG_9013,2024-03-24 20:18:00,25.2,7,18000,-0.09,353.31
LOC_LOG_9010,2024-03-24 21:41:00,25.1,2,15000,-1.6,153.7
LOC_LOG_9017,2024-03-24 22:01:00,34.2,6,22000,-0.15,341.27
LOC_LOG_9013,2024-03-24 23:22:00,34.8,0,22000,-0.49,126.08
LOC_LOG_9003,2024-03-25 01:15:00,37.8,8,18000,1.49,460.76
LOC_LOG_9009,2024-03-25 01:23:00,57.1,7,8000,1.51,388.32
LOC_LOG_9011,2024-03-25 02:39:00,21.2,3,8000,-0.27,142.79
LOC_LOG_9007,2024-03-25 03:26:00,62.1,1,8000,0.18,101.92
LOC_LOG_9002,2024-03-25 03:58:00,13.5,4,12000,-1.96,216.76
LOC_LOG_9008,2024-03-25 04:16:00,1.8,3,18000,2.16,336.6
LOC_LOG_9010,2024-03-25 04:33:00,35.6,6,8000,0.38,285.17
LOC_LOG_9003,2024-03-25 05:32:00,2.0,5,12000,0.41,253.87
LOC_LOG_9017,2024-03-25 09:04:00,12.0,6,22000,0.38,351.74
LOC_LOG_9012,2024-03-25 09:08:00,12.3,5,15000,-1.83,265.86
LOC_LOG_9013,2024-03-25 09:25:00,69.7,2,8000,-0.96,139.92
LOC_LOG_9012,2024-03-25 09:36:00,32.2,7,18000,-2.17,356.79
LOC_LOG_9007,2024-03-25 10:55:00,62.5,5,22000,0.42,338.47
LOC_LOG_9015,2024-03-25 11:02:00,31.8,7,22000,-1.84,398.57
LOC_LOG_9005,2024-03-25 11:18:00,65.7,6,18000,-1.09,320.51
LOC_LOG_9012,2024-03-25 12:09:00,51.8,6,22000,1.06,394.33
LOC_LOG_9007,2024-03-25 12:11:00,44.1,3,15000,-0.72,171.61
LOC_LOG_9007,2024-03-25 12:45:00,64.6,2,8000,-1.82,115.03
LOC_LOG_9005,2024-03-25 14:27:00,31.9,5,8000,-1.65,234.44
LOC_LOG_9001,2024-03-25 14:34:00,70.9,4,8000,1.74,298.84
LOC_LOG_9017,2024-03-25 15:02:00,36.2,1,22000,-1.86,170.52
LOC_LOG_9013,2024-03-25 15:22:00,62.6,7,15000,-0.95,345.13
LOC_LOG_9014,2024-03-25 15:52:00,36.1,4,12000,-1.58,204.49
LOC_LOG_9007,2024-03-25 16:52:00,23.8,4,22000,-0.15,271.24
LOC_LOG_9017,2024-03-25 16:54:00,67.4,8,8000,1.1,388.53
LOC_LOG_9006,2024-03-25 17:15:00,2.5,5,12000,-0.15,271.93
LOC_LOG_9003,2024-03-25 17:20:00,1.7,4,12000,0.82,262.0
LOC_LOG_9004,2024-03-25 18:35:00,9.7,0,15000,-1.09,91.64
LOC_LOG_9008,2024-03-25 18:44:00,75.3,7,12000,-1.49,304.15
LOC_LOG_9014,2024-03-25 19:15:00,6.5,8,15000,-0.49,381.9
LOC_LOG_9011,2024-03-25 19:27:00,1.2,7,22000,-1.18,409.52
LOC_LOG_9017,2024-03-25 19:39:00,77.0,6,8000,-0.63,266.28
LOC_LOG_9010,2024-03-25 21:05:00,19.5,1,22000,-1.93,180.72
LOC_LOG_9010,2024-03-25 21:25:00,55.0,2,8000,-1.9,130.85
LOC_LOG_9007,2024-03-25 22:19:00,16.8,3,12000,-0.22,188.51
LOC_LOG_9015,2024-03-26 01:11:00,64.2,8,15000,1.81,492.91
LOC_LOG_9004,2024-03-26 01:25:00,27.2,5,15000,2.18,406.26
LOC_LOG_9013,2024-03-26 01:43:00,71.1,0,8000,-2.37,42.99
LOC_LOG_9014,2024-03-26 02:45:00,13.7,6,18000,0.15,336.71
LOC_LOG_9006,2024-03-26 03:21:00,73.8,4,8000,0.78,247.69
LOC_LOG_9015,2024-03-26 04:44:00,4.5,5,12000,0.03,245.07
LOC_LOG_9019,2024-03-26 04:56:00,22.5,8,15000,0.21,386.49
LOC_LOG_9019,2024-03-26 07:45:00,8.7,2,8000,-1.25,124.91
LOC_LOG_9003,2024-03-26 07:46:00,28.7,4,18000,1.89,375.81
LOC_LOG_9000,2024-03-26 08:31:00,71.3,7,22000,0.35,404.01
LOC_LOG_9012,2024-03-26 08:32:00,3.1,0,22000,-0.87,114.59
LOC_LOG_9000,2024-03-26 08:34:00,62.7,2,15000,-0.53,148.33
LOC_LOG_9001,2024-03-26 08:54:00,42.4,7,8000,1.72,392.22
LOC_LOG_9001,2024-03-26 10:04:00,4.6,5,18000,-0.63,310.62
LOC_LOG_9006,2024-03-26 10:08:00,75.4,5,18000,0.09,273.61
LOC_LOG_9009,2024-03-26 10:49:00,19.7,7,18000,-1.7,345.89
LOC_LOG_9015,2024-03-26 11:13:00,2.9,4,12000,2.42,359.61
LOC_LOG_9004,2024-03-26 11:22:00,53.5,4,22000,1.66,367.25
LOC_LOG_9018,2024-03-26 12:40:00,66.2,7,22000,-0.36,367.34
LOC_LOG_9019,2024-03-26 13:04:00,60.8,4,8000,0.48,187.14
LOC_LOG_9002,2024-03-26 13:30:00,71.5,5,18000,1.44,363.89
LOC_LOG_9008,2024-03-26 13:57:00,3.4,2,18000,-2.44,164.95
LOC_LOG_9017,2024-03-26 14:06:00,41.0,2,12000,-0.76,139.82
LOC_LOG_9017,2024-03-26 14:32:00,14.0,6,12000,-0.81,274.44
LOC_LOG_9002,2024-03-26 14:48:00,47.5,0,22000,-0.6,130.63
LOC_LOG_9016,2024-03-26 15:40:00,18.1,7,12000,-0.16,311.49
LOC_LOG_9003,2024-03-26 15:48:00,13.4,0,22000,-1.76,128.58
LOC_LOG_9004,2024-03-26 16:54:00,37.0,4,12000,1.43,300.42
LOC_LOG_9009,2024-03-26 17:01:00,42.7,2,8000,-0.47,96.35
LOC_LOG_9012,2024-03-26 17:35:00,50.3,7,15000,0.94,378.06
LOC_LOG_9018,2024-03-26 17:44:00,13.9,4,8000,-0.8,167.06
LOC_LOG_9014,2024-03-26 18:39:00,38.0,0,15000,-0.82,109.72
LOC_LOG_9007,2024-03-26 19:54:00,14.8,0,22000,0.21,152.05
LOC_LOG_9015,2024-03-26 19:58:00,8.5,0,18000,-0.04,110.43
LOC_LOG_9004,2024-03-26 20:45:00,45.7,6,8000,-1.58,259.75
LOC_LOG_9003,2024-03-26 21:30:00,51.4,2,8000,1.81,237.96
LOC_LOG_9012,2024-03-26 21:33:00,42.4,3,12000,-2.08,165.57
LOC_LOG_9016,2024-03-26 21:39:00,54.5,1,15000,-0.75,110.33
LOC_LOG_9008,2024-03-26 22:07:00,26.9,4,15000,-1.83,237.1
LOC_LOG_9012,2024-03-27 01:45:00,67.5,6,18000,0.06,314.79
LOC_LOG_9006,2024-03-27 01:48:00,54.0,6,15000,0.04,305.73
LOC_LOG_9019,2024-03-27 02:46:00,17.2,0,12000,-0.38,72.19
LOC_LOG_9019,2024-03-27 03:09:00,52.6,5,18000,1.99,417.67
LOC_LOG_9004,2024-03-27 04:26:00,63.8,7,22000,-2.33,376.09
LOC_LOG_9005,2024-03-27 04:31:00,37.1,8,8000,2.14,441.85
LOC_LOG_9003,2024-03-27 05:05:00,44.0,3,15000,1.94,303.48
LOC_LOG_9004,2024-03-27 06:31:00,11.4,5,18000,-0.55,289.04
LOC_LOG_9008,2024-03-27 08:40:00,29.4,2,12000,-2.06,135.84
LOC_LOG_9011,2024-03-27 09:40:00,17.5,6,22000,-2.14,332.75
LOC_LOG_9002,2024-03-27 10:44:00,42.4,4,22000,-2.35,273.34
LOC_LOG_9009,2024-03-27 10:50:00,75.4,0,15000,-1.3,87.34
LOC_LOG_9014,2024-03-27 11:41:00,47.3,5,12000,2.36,373.64
LOC_LOG_9019,2024-03-27 14:03:00,78.1,8,12000,-0.82,358.27
LOC_LOG_9011,2024-03-27 14:55:00,26.6,6,18000,1.22,396.21
LOC_LOG_9017,2024-03-27 15:41:00,79.4,0,8000,-1.84,39.5
LOC_LOG_9009,2024-03-27 16:50:00,74.3,8,12000,-0.02,340.19
LOC_LOG_9012,2024-03-27 17:35:00,18.7,4,22000,-0.45,254.26
LOC_LOG_9011,2024-03-27 19:11:00,4.7,1,15000,-1.42,114.24
LOC_LOG_9002,2024-03-27 19:17:00,16.4,2,8000,1.19,176.93
LOC_LOG_9012,2024-03-27 19:57:00,5.9,0,15000,0.27,106.35
LOC_LOG_9017,2024-03-27 20:29:00,15.2,5,12000,-0.81,249.34
LOC_LOG_9017,2024-03-27 20:31:00,30.8,0,18000,1.38,168.41
LOC_LOG_9018,2024-03-27 21:16:00,32.9,7,8000,-1.16,302.87
LOC_LOG_9016,2024-03-27 21:33:00,46.8,5,8000,-0.3,229.85
LOC_LOG_9018,2024-03-28 00:05:00,43.7,7,15000,-1.43,344.33
LOC_LOG_9014,2024-03-28 02:00:00,74.8,2,15000,1.67,243.62
LOC_LOG_9006,2024-03-28 03:25:00,42.4,5,8000,0.92,271.91
LOC_LOG_9010,2024-03-28 04:22:00,9.0,2,12000,-1.04,138.26
LOC_LOG_9006,2024-03-28 04:49:00,43.3,5,12000,-1.73,233.48
LOC_LOG_9014,2024-03-28 05:20:00,68.7,2,18000,-1.99,184.25
LOC_LOG_9017,2024-03-28 06:11:00,25.8,6,22000,-0.67,343.48
LOC_LOG_9011,2024-03-28 10:03:00,47.3,8,12000,-0.93,353.23
LOC_LOG_9018,2024-03-28 11:06:00,67.4,2,22000,1.14,278.35
LOC_LOG_9015,2024-03-28 11:11:00,44.4,4,15000,1.21,295.53
LOC_LOG_9018,2024-03-28 12:32:00,15.4,7,15000,-1.15,337.71
LOC_LOG_9014,2024-03-28 12:40:00,3.2,0,15000,-0.68,78.9
LOC_LOG_9019,2024-03-28 12:50:00,64.3,1,15000,0.8,177.0
LOC_LOG_9018,2024-03-28 15:33:00,37.8,5,8000,0.27,215.32
LOC_LOG_9018,2024-03-28 15:50:00,7.4,1,12000,-1.78,104.86
LOC_LOG_9008,2024-03-28 16:01:00,2.6,3,8000,0.56,212.51
LOC_LOG_9011,2024-03-28 16:22:00,69.8,8,12000,-1.66,352.88
LOC_LOG_9003,2024-03-28 16:44:00,67.0,1,15000,-1.65,143.65
LOC_LOG_9007,2024-03-28 17:34:00,74.8,5,18000,-1.57,290.69
LOC_LOG_9000,2024-03-28 17:45:00,38.0,1,15000,2.11,249.4
LOC_LOG_9017,2024-03-28 18:38:00,10.3,0,18000,1.78,225.94
LOC_LOG_9016,2024-03-28 21:56:00,1.5,5,18000,-0.12,296.49
LOC_LOG_9017,2024-03-28 22:22:00,38.7,2,8000,-0.35,125.11
LOC_LOG_9018,2024-03-28 23:25:00,15.1,5,8000,-0.98,235.69
LOC_LOG_9019,2024-03-28 23:27:00,9.0,7,18000,1.13,418.12
LOC_LOG_9016,2024-03-28 23:28:00,66.6,8,15000,0.57,402.6
LOC_LOG_9018,2024-03-29 01:00:00,19.0,3,15000,-2.02,200.95
LOC_LOG_9005,2024-03-29 02:37:00,20.2,6,8000,-0.86,262.87
LOC_LOG_9017,2024-03-29 03:05:00,28.5,6,15000,-0.64,312.12
LOC_LOG_9009,2024-03-29 03:38:00,30.7,1,15000,-2.31,123.94
LOC_LOG_9019,2024-03-29 04:10:00,19.0,1,15000,-1.06,118.92
LOC_LOG_9019,2024-03-29 04:58:00,53.1,6,22000,-0.37,365.2
LOC_LOG_9016,2024-03-29 05:14:00,78.9,3,15000,1.27,262.58
LOC_LOG_9014,2024-03-29 05:56:00,64.2,7,8000,-0.34,290.68
LOC_LOG_9001,2024-03-29 08:19:00,19.8,7,22000,1.8,488.09
LOC_LOG_9003,2024-03-29 08:36:00,73.4,3,8000,1.94,283.58
LOC_LOG_9013,2024-03-29 09:47:00,74.0,7,12000,1.89,426.54
LOC_LOG_9013,2024-03-29 09:48:00,22.2,0,18000,-1.56,98.3
LOC_LOG_9010,2024-03-29 10:45:00,26.6,7,15000,-0.17,334.53
LOC_LOG_9019,2024-03-29 12:16:00,37.9,4,8000,-0.43,209.03
LOC_LOG_9007,2024-03-29 12:57:00,9.7,4,15000,-2.11,200.78
LOC_LOG_9011,2024-03-29 13:33:00,61.6,1,18000,1.55,242.93
LOC_LOG_9018,2024-03-29 14:07:00,76.1,8,15000,-1.74,377.8
LOC_LOG_9002,2024-03-29 15:16:00,63.9,5,12000,-1.14,247.23
LOC_LOG_9010,2024-03-29 16:42:00,74.9,3,8000,-0.21,150.75
LOC_LOG_9012,2024-03-29 17:43:00,7.1,1,22000,-0.31,157.89
LOC_LOG_9001,2024-03-29 17:54:00,24.3,6,18000,-0.69,324.2
LOC_LOG_9014,2024-03-29 17:56:00,74.5,0,8000,-2.38,36.43
LOC_LOG_9005,2024-03-29 18:16:00,1.2,0,15000,1.58,175.12
LOC_LOG_9007,2024-03-29 21:06:00,46.7,3,15000,2.01,341.88
LOC_LOG_9011,2024-03-29 21:27:00,37.3,0,12000,-1.31,79.48
LOC_LOG_9010,2024-03-29 22:45:00,61.7,0,8000,-0.03,66.46
LOC_LOG_9012,2024-03-29 22:50:00,21.8,4,22000,1.66,368.03
LOC_LOG_9006,2024-03-29 23:43:00,14.7,4,15000,-0.18,229.85
LOC_LOG_9004,2024-03-30 00:00:00,5.8,0,18000,0.92,125.15
LOC_LOG_9010,2024-03-30 01:15:00,11.0,1,15000,-1.84,119.36
LOC_LOG_9012,2024-03-30 02:28:00,8.9,2,22000,0.08,204.85
LOC_LOG_9005,2024-03-30 02:59:00,11.5,1,12000,0.62,176.52
LOC_LOG_9005,2024-03-30 03:16:00,21.7,4,12000,-0.02,205.89
LOC_LOG_9007,2024-03-30 04:27:00,54.5,7,15000,0.26,370.22
LOC_LOG_9003,2024-03-30 06:01:00,62.4,7,8000,-0.75,286.33
LOC_LOG_9006,2024-03-30 06:52:00,60.0,5,22000,0.97,355.45
LOC_LOG_9013,2024-03-30 07:03:00,44.6,0,15000,-1.58,84.93
LOC_LOG_9014,2024-03-30 07:44:00,13.7,5,22000,-1.11,302.22
LOC_LOG_9019,2024-03-30 08:22:00,40.4,6,12000,2.08,409.41
LOC_LOG_9016,2024-03-30 08:57:00,63.2,7,22000,-1.52,356.99
LOC_LOG_9009,2024-03-30 09:49:00,65.8,8,8000,1.39,406.18
LOC_LOG_9000,2024-03-30 10:15:00,20.6,1,15000,-0.59,133.55
LOC_LOG_9005,2024-03-30 15:25:00,2.6,2,18000,0.79,232.63
LOC_LOG_9002,2024-03-30 15:34:00,26.1,6,22000,0.31,366.86
LOC_LOG_9015,2024-03-30 15:47:00,64.8,2,22000,-1.31,212.7
LOC_LOG_9008,2024-03-30 16:13:00,14.5,2,15000,-1.28,157.54
LOC_LOG_9009,2024-03-30 16:18:00,14.4,1,8000,0.34,105.89
LOC_LOG_9006,2024-03-30 16:25:00,33.3,8,12000,-1.0,361.79
LOC_LOG_9014,2024-03-30 17:53:00,32.6,1,12000,-1.54,109.65
LOC_LOG_9008,2024-03-30 18:29:00,55.1,2,8000,-1.8,112.31
LOC_LOG_9010,2024-03-30 18:36:00,23.9,3,18000,-1.9,208.26
LOC_LOG_9013,2024-03-30 19:03:00,58.1,4,8000,1.97,293.51
LOC_LOG_9009,2024-03-30 19:13:00,11.3,5,8000,1.05,281.87
LOC_LOG_9014,2024-03-30 19:25:00,41.7,1,15000,-1.64,112.04
LOC_LOG_9016,2024-03-30 20:12:00,7.1,1,8000,-1.52,85.06
LOC_LOG_9007,2024-03-30 20:22:00,51.5,1,22000,1.29,252.06
LOC_LOG_9019,2024-03-30 20:38:00,57.0,8,18000,0.4,415.17
LOC_LOG_9010,2024-03-30 21:03:00,44.5,1,18000,1.0,214.5
LOC_LOG_9016,2024-03-30 22:22:00,20.3,2,22000,2.2,335.72
LOC_LOG_9018,2024-03-30 23:11:00,66.6,3,12000,-0.95,192.07
LOC_LOG_9010,2024-03-30 23:13:00,8.6,6,18000,0.02,328.08
LOC_LOG_9000,2024-03-30 23:39:00,71.7,5,12000,-0.13,235.17
LOC_LOG_9008,2024-03-31 01:20:00,76.9,6,22000,1.54,416.28
LOC_LOG_9003,2024-03-31 01:45:00,17.2,5,18000,1.19,358.1
LOC_LOG_9012,2024-03-31 01:57:00,38.8,7,15000,-1.97,341.84
LOC_LOG_9009,2024-03-31 02:13:00,50.9,7,15000,0.57,369.58
LOC_LOG_9012,2024-03-31 02:48:00,9.0,8,22000,-0.76,409.01
LOC_LOG_9013,2024-03-31 03:29:00,72.5,2,22000,0.03,199.92
LOC_LOG_9003,2024-03-31 03:34:00,10.3,2,8000,-0.22,107.81
LOC_LOG_9006,2024-03-31 03:53:00,3.7,3,22000,-2.46,270.62
LOC_LOG_9012,2024-03-31 04:14:00,16.7,0,18000,1.38,202.33
LOC_LOG_9013,2024-03-31 04:54:00,31.4,6,12000,2.31,441.91
LOC_LOG_9017,2024-03-31 05:10:00,72.7,2,15000,2.21,290.83
LOC_LOG_9017,2024-03-31 05:24:00,11.4,0,15000,-0.76,109.38
LOC_LOG_9002,2024-03-31 07:42:00,26.5,7,22000,1.78,488.16
LOC_LOG_9017,2024-03-31 08:36:00,19.1,3,18000,2.04,327.39
LOC_LOG_9001,2024-03-31 09:50:00,4.6,3,22000,2.19,388.52
LOC_LOG_9016,2024-03-31 09:58:00,62.3,5,18000,-0.86,283.37
LOC_LOG_9019,2024-03-31 12:16:00,76.0,2,18000,0.63,200.03
LOC_LOG_9000,2024-03-31 12:50:00,77.0,6,12000,-1.89,284.98
LOC_LOG_9015,2024-03-31 13:40:00,19.5,2,12000,-0.21,133.51
LOC_LOG_9014,2024-03-31 14:10:00,37.4,7,22000,0.53,413.11
LOC_LOG_9007,2024-03-31 14:20:00,49.9,2,12000,-0.45,117.02
LOC_LOG_9015,2024-03-31 14:56:00,74.9,8,22000,-0.61,428.5
LOC_LOG_9011,2024-03-31 15:03:00,62.5,0,12000,1.7,185.6
LOC_LOG_9004,2024-03-31 15:28:00,14.1,1,15000,1.22,187.41
LOC_LOG_9005,2024-03-31 16:57:00,36.8,8,18000,1.43,454.44
LOC_LOG_9016,2024-03-31 17:30:00,45.8,1,12000,-0.48,101.96
LOC_LOG_9011,2024-03-31 18:58:00,55.6,4,12000,-0.29,196.77
LOC_LOG_9005,2024-03-31 19:09:00,44.0,6,12000,-0.46,293.5
LOC_LOG_9011,2024-03-31 19:14:00,48.7,7,22000,-1.74,378.72
LOC_LOG_9004,2024-03-31 22:06:00,74.7,5,8000,1.53,329.12
LOC_LOG_9000,2024-03-31 23:39:00,41.6,5,15000,-0.68,261.73
LOC_LOG_9019,2024-04-01 00:44:00,57.3,4,18000,-0.78,240.39
LOC_LOG_9008,2024-04-01 02:35:00,35.1,8,18000,-0.62,383.1
LOC_LOG_9006,2024-04-01 02:37:00,22.3,1,18000,1.49,238.15
LOC_LOG_9011,2024-04-01 03:19:00,0.3,8,12000,-1.27,355.13
LOC_LOG_9006,2024-04-01 03:22:00,61.3,7,22000,2.33,513.68
LOC_LOG_9015,2024-04-01 04:14:00,27.1,5,15000,1.05,326.64
LOC_LOG_9014,2024-04-01 05:26:00,58.3,8,8000,1.4,401.0
LOC_LOG_9000,2024-04-01 08:11:00,78.1,4,22000,-0.06,277.46
LOC_LOG_9009,2024-04-01 08:18:00,56.4,4,15000,0.9,272.01
LOC_LOG_9012,2024-04-01 08:39:00,1.9,6,12000,-0.85,274.12
LOC_LOG_9002,2024-04-01 09:35:00,1.7,2,18000,1.79,282.68
LOC_LOG_9012,2024-04-01 10:06:00,38.2,6,22000,-1.38,363.99
LOC_LOG_9018,2024-04-01 10:59:00,56.1,5,18000,0.9,334.25
LOC_LOG_9006,2024-04-01 11:20:00,20.1,7,15000,2.41,476.5
LOC_LOG_9015,2024-04-01 12:03:00,4.5,0,8000,-2.38,29.92
LOC_LOG_9019,2024-04-01 13:23:00,1.3,7,15000,0.46,383.15
LOC_LOG_9016,2024-04-01 14:16:00,4.1,2,12000,1.23,242.28
LOC_LOG_9005,2024-04-01 14:41:00,70.4,7,15000,1.94,445.75
LOC_LOG_9005,2024-04-01 14:55:00,8.5,2,8000,0.82,156.43
LOC_LOG_9018,2024-04-01 15:48:00,56.0,8,18000,1.63,493.23
LOC_LOG_9005,2024-04-01 16:54:00,12.4,7,15000,-1.59,328.6
LOC_LOG_9005,2024-04-01 17:32:00,52.9,8,15000,-2.12,378.58
LOC_LOG_9004,2024-04-01 19:07:00,25.0,1,22000,2.05,270.14
LOC_LOG_9012,2024-04-01 19:07:00,52.9,7,22000,-1.57,391.23
LOC_LOG_9008,2024-04-01 20:22:00,72.0,6,15000,2.05,423.38
LOC_LOG_9002,2024-04-01 20:24:00,44.4,2,8000,1.1,184.46
LOC_LOG_9009,2024-04-01 20:48:00,1.0,4,18000,1.48,323.65
LOC_LOG_9012,2024-04-01 21:02:00,42.8,5,12000,-1.52,233.83
LOC_LOG_9019,2024-04-01 21:35:00,19.8,5,15000,1.24,327.03
LOC_LOG_9009,2024-04-01 22:28:00,24.4,2,8000,-1.59,106.07
LOC_LOG_9013,2024-04-01 23:39:00,12.5,6,12000,-0.37,277.04
LOC_LOG_9008,2024-04-02 00:09:00,28.8,7,15000,-1.03,341.18
